Column1, Rank,Company,Country,Sales,Assets,Market Value,Sector,Industry,Snippet,
1895,1896,Laurentian Bank,Canada,1-Feb,331,1-May,Financials,Regional Banks,"https://www.finanzen.net/aktien/laurentian_bank_of_canada20.06.2020 Die Laurentian Bank of Canada Aktie wird unter der ISIN CA51925D1069 an den B_xDE8B__xDCE5_n Frankfurt, Toronto und Nasdaq OTC gehandelt. Laurentian Bank of ",
1896,1897,Babcock International Group,United Kingdom,6-Jan,,5-May,Consumer Discretionary,Business & Personal Services,"Babcock International Group ist ein multinationales Unternehmen mit Sitz in London. Es wurde 1891 gegrndet und war an der Londoner B_xDE8B__xDCE5_ im Aktienindex FTSE 100 gelistet. Babcock ist auf Support-Services-Management komplexer VermNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtBabcock International Group ist ein multinationales Unternehmen mit Sitz in London. Es wurde 1891 gegrndet und war an der Londoner B_xDE8B__xDCE5_ im Aktienindex FTSE 100 gelistet. Babcock ist auf Support-Services-Management komplexer Verm_xDE5E__xDD6E_swerte und der Infrastruktur in sicherheits- und gesch䦴skritischen Umgebungen spezialisiert. Obwohl das Unternehmen auch zivilrechtliche Vertr䧥 hat, macht es sein Hauptgesch䦴 mit _xDE5A__xDDA5_ntlichen Einrichtungen, insbesondere dem Verteidigungsministerium des Vereinigten K_xDE7A__xDE67_reichs und Network Rail. Das Unternehmen verfgt ber vier operative Divisionen mit ܢersee-Eins䴺en in Afrika, Nordamerika und Australien. Am Umsatz im Verteidigungsgesch䦴 gemessen rangiert Babcock auf dem 41. Platz aller Rstungsunternehmen",
1897,1898,Fabege AB,Sweden,246,,2-Jul,Financials,,"ist eine der führenden Immobiliengesellschaften Schwedens, die sich hauptsächlich auf die Vermietung und Verwaltung von Bürogebäuden und die Immobilienentwicklung konzentriert. Fabege besitzt Immobilien mit einem Buchwert von 40,3 Mrd. SEK.",
1898,1899,First Citizens BancShares,United States,1-May,33,3-Sep,Information Technology,,Welcome to our Facebook page! View our Community Guidelines: https://www.firstcitizens.com/socialterms/,
1899,1900,Hella Kgaa Hueck &,Germany,7-Jan,,4-Sep,Industrials,,"https://www.hella.com/hella-com/de/Unternehmen-30.html08.09.2019 Die HELLA KGaA Hueck & Co. ist ein global aufgestelltes innovatives Familienunternehmen. ... HELLA ist ein global aufgestelltes, b_xDE8B__xDCE5_nnotiertes Familienunternehmen mit ber 100-j䨲iger Geschichte. Wir entwickeln und fertigen fr die Automobilindustrie Lichttechnik und Elektronikprodukte und verfgen ber eine der gr_xDE3F__xDD25_n Handelsorganisationen fr Kfz-Teile und ",
1900,1901,BOK Financial,United States,1-May,33,5,Financials,Regional Banks,"is a company from the banking, financial services and holding companies / conglomerates sectors from the USA. to the company profile to the share BOK Financial",
1901,1902,Jazz Pharmaceuticals,Ireland,1-May,,9-Feb,Health Care,,"https://www.finanzen.net/aktien/jazz_pharmaceuticals_118.06.2020 Jazz Pharmaceuticals Chart. Der Dividenden-Chartvergleich zeigt die Rendite inklusive der Ausschttungen (Aktienkurs + Dividende, grn) im ",
1902,1903,Toho Holdings,Japan,11-Aug,,1-Jun,Financials,Pharmaceuticals,"ist bestrebt, sich in den jeweiligen Geschäftsfeldern Pharmagroßhandel, Apotheke, Herstellung und Vertrieb von Arzneimitteln und anderen stärker als bisher zu spezialisieren und durch Co-Creation mit medizinischen Einrichtungen, Apotheken und lokalen Gemeinden die Kundenzufriedenheit zu erhöhen.",
1903,1904,Microchip Technology,United States,3-Jan,,16,Information Technology,Semiconductors,"https://www.microchip.comMicrochip Technology Inc. (MCHP) is a leading provider of microcontroller, mixed-signal, analog and Flash-IP solutions, providing low-risk product development, lower total system cost and faster time to market for thousands of diverse customer applications worldwide. Microchip offers outstanding technical support along with dependable delivery and quality.",
1904,1905,Shanghai International Airport,China,1,,8-Jun,Industrials,,"Der Shanghai Pudong International Airport ist mit dem Shanghai-Hongqiao einer der beiden internationalen Flugh䦥n der chinesischen Stadt Shanghai. Das Unternehmen mit Sitz im Stadtbezirk Pudong ist im Aktienindex SSE 50 gelistet. 2019 betrug das PNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtDer Shanghai Pudong International Airport ist mit dem Shanghai-Hongqiao einer der beiden internationalen Flugh䦥n der chinesischen Stadt Shanghai. Das Unternehmen mit Sitz im Stadtbezirk Pudong ist im Aktienindex SSE 50 gelistet. 2019 betrug das Passagieraufkommen reichlich 76 Millionen, damit ist Shanghai-Pudong der zweitgr_xDE3F__xDD25_ Flughafen in China und lag im weltweiten Vergleich im gleichen Jahr auf Platz 8. Der Flughafen ist ein Drehkreuz von China Eastern Airlines.",
1905,1906,Atmos Energy,United States,3-Feb,,8-Apr,Energy,,https://www.finanzen.net/aktien/atmos_energy05.06.2020 Atmos Energy Corp. ist ein Unternehmen aus der Branche ֬ / Gas (Versorger) aus den USA. Unternehmen aus der Peer Group von Atmos Energy Corp. ist Ameren Corp..,
1906,1907,Amdocs,United States,3-Aug,,9,Information Technology,Software & Programming,"https://www.finanzen.net/aktien/amdocs06.06.2020 Die Amdocs LtdShs Aktie wird unter der ISIN GB0022569080 an den B_xDE8B__xDCE5_n Frankfurt, Mnchen, Stuttgart, NASDAQ, Mexiko, Bats, BX World, NDB, Tradegate, Lang & Schwarz und Quotrix gehandelt. Amdocs ...",
1907,1908,Kuwait Projects,Kuwait,2,327,2-Jan,Financials,Investment Services,"ist von Natur aus frei und offen und ist eine der wohlhabendsten Volkswirtschaften der Welt und wird hauptsächlich von der Erdölproduktion getragen. Erdöl macht fast die Hälfte des BIP, 95% der Exporteinnahmen und 80% der Staatseinnahmen aus. Die Landwirtschaft ist durch den Mangel an Wasser und Ackerland eingeschränkt.",
1908,1909,China Aviation Oil,Singapore,11-Jul,,1,Industrials,Trading Companies,"China Aviation Oil (Singapur) Corporation Ltd (""CAO"") (SGX: G92) ist der gr_xDE3F__xDD25_ Abnehmer von Dsentreibstoff im asiatisch-pazifischen Raum und der wichtigste Lieferant von importiertem Dsentreibstoff fr die Zivilluftfahrtindustrie der Volksrepublik China (""PRC""). CAO beliefert Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtChina Aviation Oil (Singapur) Corporation Ltd (""CAO"") (SGX: G92) ist der gr_xDE3F__xDD25_ Abnehmer von Dsentreibstoff im asiatisch-pazifischen Raum und der wichtigste Lieferant von importiertem Dsentreibstoff fr die Zivilluftfahrtindustrie der Volksrepublik China (""PRC""). CAO beliefert die drei wichtigsten internationalen Flugh䦥n in der VR China, d. h. den Beijing Capital International Airport, den Shanghai Pudong International Airport und den Guangzhou Baiyun International Airport, und macht mehr als 90 % der Jet-Kraftstoffimporte der VR China aus. CAO ist auch im internationalen Handel mit Dsentreibstoff und anderen ֬produkten t䴩g. CAO besitzt Beteiligungen an strategischen _xDE72__xDCA5_zogenen Original anzeigenVielen Dank!Feedback?Bitte bewerten Sie diese ܢersetzung:  ?Einige Inhalte werden maschinenbersetzt aufgrund vonEinstellungen fr die SpracheEtwas ist schief gelaufen. Bitte versuchen Sie es sp䴥r noch einmal.",
1909,1910,Hakuhodo DY Holdings,Japan,11-Apr,,4-Apr,Financials,,"ist eine in Japan ansässige Werbeholding, die sich hauptsächlich mit der Bereitstellung von Marketinglösungen als Marketing-Dienstleister beschäftigt. Das Unternehmen beschäftigt sich mit der Entwicklung von Marketingstrategien und marketingbezogenen Plänen, der Verwaltung von Werbeträgern",
1910,1911,MMI Holdings,South Africa,3-Jul,325,2-May,Financials,Life & Health Insurance," wurde 2012 ein Hauptaktionär (52 Prozent) von Eris Properties. Eris verwaltet auch das Immobilienportfolio von MMI in Höhe von R6,6 Milliarden. Eris wurde 2008 nach der Umstrukturierung von RMB Properties gegründet, das seit 1987 existierte und ein prominentes Immobilienentwicklungs- und Immobiliendienstleistungsunternehmen in der südafrikanischen Immobilienbranche war.",
1911,1912,Chinese Estates,Hong Kong,893,,3,Financials,Real Estate," ist eine der führenden Immobiliengesellschaften in Hongkong. Die Gruppe besteht aus drei Unternehmen, die an der Hongkonger Börse notiert sind, nämlich Chinese Estates Holdings Limited, Chi Cheung Investment Company, Limited und G-Prop Limited. Das Kerngeschäft von Chinese Estates besteht aus Immobilieninvestitionen zur Vermietung und Immobilienentwicklung zum Verkauf.",
1912,1913,TP ICAP,United Kingdom,1-Feb,321,3-Jan,Financials,,Tullett Prebon ist einer der weltweit gr_xDE3F__xDD25_n Inter-Dealer-Broker mit Sitz in London. Die Aktien der Firma werden an der London Stock Exchange gehandelt. Tullett Prebon ist Mitglied im FTSE 250 Index.,
1913,1914,Technipfmc,United Kingdom,1,1,15-Jun,Energy,,https://www.technipfmc.comTechnipFMCs all-electric Robotic Valve Controller operating successfully in Brazil for Petrobras. Feature. Integrate. Innovate. Accelerate. Feature. Partnership agreements allow External Technology Engagement team access to thousands of start-ups. Feature. TechnipFMCs integrated solutions surging in subsea market.,
1914,1915,Murphy USA,United States,11-Jun,,2-Jul,Consumer Discretionary,Specialty Stores,"Murphy USA ist ein US-amerikanischer Tankstellenbetreiber mit Sitz in El Dorado, Arkansas. Das Unternehmen betreibt ber 1470 Tankstellen in 26 Bundesstaaten der USA, von denen sich ber 1100 in unmittelbarer N䨥 zu Walmart-StandortNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtMurphy USA ist ein US-amerikanischer Tankstellenbetreiber mit Sitz in El Dorado, Arkansas. Das Unternehmen betreibt ber 1470 Tankstellen in 26 Bundesstaaten der USA, von denen sich ber 1100 in unmittelbarer N䨥 zu Walmart-Standorten befinden. Nach eigenen Angaben hat Murphy USA t䧬ich rund 1,6 Millionen Kunden.",
1915,1916,Bank of Nagoya,Japan,0.4,32,669,Financials,Regional Banks,"Die Bank of Nagoya konzentriert sich auf die Betreuung der Unternehmen der Region sowie der Privatkunden. Neben dem Einlagen- und Kreditgeschäft bieten die Bank und ihre Tochtergesellschaften auch Produkte und Dienstleistungen wie Leasing, Kreditkarten und Wertpapierhandel an. ",
1916,1917,Emirates Integrated Telecom,United Arab Emirates,3-May,5,7-May,Telecommunication Services,Telecommunications services,"ist einer der beiden Telekom-Betreiber in den Vereinigten Arabischen Emiraten (der andere ist Etisalat). du bietet Festnetz- und Mobiltelefonie, Internet und digitales Fernsehen in den Vereinigten Arabischen Emiraten an",
1917,1918,St Galler Kantonalbank,Switzerland,585,,2-Mar,Financials,Regional Banks,https://www.sgkb.chDie St. Galler Kantonalbank bietet ihren Kunden in den Kantonen St. Gallen und Appenzell Ausserrhoden diverse Finanzdienstleistungen im Bereich e-Services.,
1918,1919,Ares Capital,United States,1-Jan,,7-May,Financials,,12 Zeilen Ares Capital Aktie Dividendenprofil Kurs : 19.97 USD (gesch䴺te) Dividende : 1.6 USD ,
1919,1920,Aroundtown Property Holdings,Germany,1-Jan,,3-Apr,Financials,,"Die Aroundtown SA ist ein in Luxemburg ans䳳iges Unternehmen, das Anteile an Gewerbeimmobilien insbesondere in Deutschland und den Niederlanden h䬴. Der Schwerpunkt liegt auf Bro-, Hotel- und Gewerbeimmobilien. ܢer eine Beteiligung an der Grand City  Die Aroundtown SA ist ein in Luxemburg ans䳳iges Unternehmen, das Anteile an Gewerbeimmobilien insbesondere in Deutschland und den Niederlanden h䬴. Der Schwerpunkt liegt auf Bro-, Hotel- und Gewerbeimmobilien. ܢer eine Beteiligung an der Grand City Properties S.A. ist das Unternehmen im Wohnimmobiliensektor aktiv. Zudem h䬴 Aroundtown eine Mehrheitsbeteiligung (98 %) an dem Hotelimmobilienspezialisten Primecity Investment PLC.",
1920,1921,GOME Electrical Appliances Holding,Hong Kong,11-May,,3-Jan,Consumer Discretionary,,"ist einer der größten Einzelhändler für Elektrogeräte in Privatbesitz auf dem chinesischen Festland und in Hongkong. Es wurde 1987 von Wong Kwong Yu (Huang Guangyu), einem chinesischen Geschäftsmann, in Peking gegründet. Der Markenname ""GOME"" wurde erstmals 1993 eingeführt. Seit 1999 hat sich das Unternehmen außerhalb Pekings entwickelt und Einzelhandelsgeschäfte in anderen chinesischen Städten eröffnet.",
1921,1922,Greentown China Holdings,China,4-May,,2-Jan,Financials,Real Estate,"ist ein führender Qualitätsimmobilienentwickler und Anbieter von integrierten Wohndienstleistungen in China. Das Unternehmen nimmt aufgrund der Qualität seiner Immobilien, seiner einzigartigen architektonischen Ästhetik und seiner kundenorientierten Dienstleistungen eine Spitzenposition in der Branche ein.",
1922,1923,Jiangsu Expressway,China,1-Apr,,7-Feb,Industrials,,"ist ein in der Volksrepublik China gegründetes Unternehmen für den Bau und Betrieb von Straßen. Es beschäftigt sich mit der Investition, dem Bau, dem Betrieb und der Verwaltung von gebührenpflichtigen Schnellstraßen in der Provinz Jiangsu, China,",
1923,1924,Premier,United States,1-Mar,,4-May,Consumer Discretionary,,"21 Zeilen Die Tabelle mit allen Vereinen. Spiele, Siege, Unentschiede, Niederlagen, Tore, ",
1924,1925,China Agri-Industries,Hong Kong,11-May,,2-Jul,Materials,Diversified Chemicals,COFCO ist ein chinesisches Unternehmen mit Firmensitz in Peking. Das staatseigene Unternehmen ist im Lebensmittelsektor t䴩g und das gr_xDE3F__xDD25_ dieser Branche in China.,
1925,1926,Pou Chen,Taiwan,8-May,,4-Jan,Consumer Discretionary,Apparel/Accessories,"https://de.linkfang.org/wiki/Pou_ChenNachdem Pou Chen wegen ausbeuterischer Arbeitsbedingungen und Kinderarbeit in Skandale verwickelt war, wurde die Produktion zu Beginn der 2000er Jahre in die bereits 1988 in Hong Kong gegrndete Tochtergesellschaft Yue Yuen ausgelagert",
1926,1927,Aldar Properties,United Arab Emirates,1-Jul,,4-Sep,Financials,Real Estate,ist das pulsierende Herz der VAE und gleichzeitig die Hauptstadt.,
1927,1928,Tomony Holdings,Japan,605,,809,Financials,Regional Banks," ist eine Holdinggesellschaft, die durch die Fusion der Tokushima Bank und der Kagawa Bank entstanden ist. Als Finanzgruppe bietet das Unternehmen ...",
1928,1929,Vereit,United States,1-Apr,,8-May,Financials,," ist ein Full-Service-Immobilienunternehmen, das eines der größten Portfolios von Gewerbeimmobilien mit Einzelmietern in den USA besitzt und verwaltet. Das Unternehmen verfügt über Immobilieninvestitionen in Höhe von insgesamt 14,5 Mrd. US-Dollar, darunter ca. 3.900 Immobilien und 88,7 Mio. Quadratfuß.",
1929,1930,BioMarin Pharmaceutical,United States,1-Jan,4,15-Feb,Health Care,,"https://www.finanzen.net/aktien/biomarin_pharmaceutical06.06.2020 Biomarin Pharmaceuticals Inc. ist auf die Erforschung, Entwicklung und Vermarktung von Medikamenten auf der Basis von kohlenhydraktiven Enzymen spezialisiert. Diese Medikamente ",
1930,1931,Steel Authority of India,India,5-Sep,,4-Mar,Materials,Iron & Steel,"Steel Authority of India Limited ist der gr_xDE3F__xDD25_ Stahlerzeuger Indiens. SAIL ist ein staatseigener Betrieb der indischen Regierung. Das Unternehmen wurde am 2. Dezember 1972 gegrndet. Das Unternehmen ging aus der Hindustan Steel LimiNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtSteel Authority of India Limited ist der gr_xDE3F__xDD25_ Stahlerzeuger Indiens. SAIL ist ein staatseigener Betrieb der indischen Regierung. Das Unternehmen wurde am 2. Dezember 1972 gegrndet. Das Unternehmen ging aus der Hindustan Steel Limited hervor, mit welcher am 14. Januar 1954 die indische Stahlindustrie nach der Selbst䮤igkeit von 1947 gegrndet wurde. SAIL besch䦴igt noch ca. 115.000 Mitarbeiter und produzierte damit im Jahre 2006/07 12,6 Millionen Tonnen verkaufbaren Stahl. Lt. dem Gesch䦴sbericht vom September 2010 steigt die Produktion bei sinkender Besch䦴igtenzahl. Der Umsatz betrug 2009 439.350 Millionen indische Rupien, was zum Stand Ende 2010 ca. 10 Milliarden Euro entspricht.",
1931,1932,Doha Bank,Qatar,1-Jan,,2-Feb,Financials,Regional Banks,"ist eine der größten Geschäftsbanken in Katar, die 1978 gegründet wurde und am 15. März ihre Bankdienstleistungen in Doha, Katar, aufgenommen hat",
1932,1933,Jaccs,Japan,1-Jan,,703,Financials,Consumer Financial Services,11 Zeilen Das Modell Jaccs Swing Deluxe Comfort (Modell 2021) wird als Tiefeinsteiger angeboten. ,
1933,1934,Indiabulls Housing Finance,India,1-Jul,,6-Mar,Financials,,"ist ein Hypothekenfinanzierer mit Hauptsitz in Gurugram, Haryana, Indien. Es ist Indiens zweitgrößtes Wohnungsfinanzierungsunternehmen und wird von der National Housing Bank reguliert. Sie ist Teil der Indiabulls-Gruppe von Sameer Gehlaut und trägt etwa 80 % zum Umsatz der Gruppe bei.",
1934,1935,Red Hat,United States,2-Apr,,15-Jan,Information Technology,,"https://www.redhat.com/deRed Hat, weltweit fhrender Anbieter von Open-Source-Software-L_xDE8F__xDD6E_gen fr Unternehmen, folgt einem community-basierten Ansatz, um zuverl䳳ige und leistungsstarke Linux-, Hybrid Cloud-, Container- und Kubernetes-Technologien bereitzustellen. Mit vielfach ausgezeichneten Support-, Trainings- und Consulting-Services untersttzt Red Hat Kunden bei der Standardisierung in unterschiedlichen ...",
1935,1936,Korea Investment Holdings,South Korea,1-Mar,,2-Apr,Financials,,"ist eine Finanzholdinggesellschaft. Die Gesellschaft betreibt und kontrolliert ihre Finanztöchter wie Korea Investment & Securities, Korea Investment Partners und Korea Investment Mutual Savings Bank.",
