Name	Street	Zipcode	City	Country	Phonenumber	Website	Email	Segment	Subsegment	Snippet
Herbert Hipp Verpackungs GmbH	Leopoldstraße 27	79359	Riegel	Germany	+49 7642 91090	www.herbert-hipp.de	info@herbert-hipp.de	Industrial and Services	Packaging	"https://www.herbert-hipp.de
Seit über 50 Jahren werden bei uns Verpackungsmaterialien verschiedenster Art gefertigt u0003und verarbeitet. Wir produzieren für Sie Faltschachteln, Stanzverpackungen, EPS-Formteile und Verpackungsmittel. Schenken Sie uns Ihr Vertrauen damit Ihre Produkte optimal verpackt und geschützt werden. Wir meistern jede Herausforderung!"
Illig Maschinenbau GmbH & Co. KG	Robert-Bosch-Straße 10	74081	Heilbronn	Germany	+49 7131 5050	www.illig.de	info@illig.de	Industrial and Services	Engineering & Product Design	"https://www.illig.de/de-de
19.11.2020 · ILLIG Maschinenbau hat am 01. Dezember 2020 Jürgen Lochner (55) als Geschäftsführer in der Funktion als CSO/CTO bestellt. Er verantwortet die Bereiche Markt und Technologie mit Vertrieb und Produktentwicklung für die Geschäftseinheiten Maschinenbau, Werkzeugbau und Service. Zusammen mit CEO Carsten Strenger ist das Geschäftsführer-Team ..."
Hermes Elektro-Technik GmbH	Am Pfefferbach 15	39387	Oschersleben	Germany	+49 3949 94120	www.hermes-systeme.de	info@hermes-systeme.de	Industrial and Services	Electronics	"https://hermes-systeme.de
Effizienz und Anspruch vereinen. Das Team von HERMES Systeme entwickelt innovative Lösungen für unterschiedlichste und individuelle Anforderungsprofile im Bereich der MSR- und Automatisierungstechnik. call fon 04431.9360-0. print fax 04431.9360-60. send info@hermes-systeme.de."
KHS GmbH	Juchostraße 20	44143	Dortmund	Germany	+49 231 5690	www.khs.com	info@khs.com	Industrial and Services	Packaging	"https://www.khs.com
KHS – Filling and Packaging worldwide | KHS Group. 100% Rezyklat – 100% recyclingfähige Barriere. Hoher Produktschutz – niedriger CO₂-Footprint. Mehr erfahren Mehr erfahren. Entdecken Sie die zweite Edition der KHS Brand Gallery! In der KHS Brand Gallery erleben Sie unsere Produkte und Services interaktiv. Zur Gallery Zur Gallery."
i-mold GmbH & Co. KG	Gewerbepark Gräsig 72a	64711	Erbach	Germany	+49 6062 809330	www.i-mold.de	info@i-mold.de	Industrial and Services	IM	"https://www.i-mold.de
Innovatives Produktsortiment im Bereich Spritzgießtechnik und Servo-Komponenten. Die Herausforderungen unserer Kunden spornen uns an. Auf der Suche nach der idealen Lösung setzen wir auf konstruktives Hinterfragen und begegnen Komplexität mit Kreativität. Wir sind Techniker und zuverlässige Partner."
MAG Mikroelektronik und Apparatebau GmbH	Mainkurstraße 17	63477	Maintal	Germany	+49 6109 66670	www.mag-elektronik.de	info@mag-elektronik.de	Industrial and Services	Electronics	"https://www.mag-elektronik.de
Mit den hochwertigen MAG-Systemen haben Sie die optimale Kontrolle. Der erstklassige Komfort und das durchdachte Handling zeichnet unsere Produktpalette aus. MAG besticht seit nunmehr sechs Jahrzehnten durch seine zuverlässig arbeitenden Geräte und optimiert die Anwendungsbereiche von Cash-Management und automatisierten Kontroll-Systemen."
Industrie-Technik Kienzler GmbH & Co. KG	Auf der Haid 2	79235	Vogtsburg	Germany	+49 7662 94630	www.itk-kienzler.de	info@itk-kienzler.de	Industrial and Services	Machinery & Equipment	"https://www.itk-kienzler.de/shop.php?SessID=4715659c3d6985545ec1da9f4...
Coronavirus-Antigen-Testkassette, Probeentnahmetupfer, Extraktionslösung, Gebrauchsanweisung in DE und EN. LEPU Medical SARS-CoV-2 Antigen Rapid Test Kit VE 25 Stk. Artikel Anfragen. VE 25 Stk, einzelnverpackt. Durchführung vorderer Nasenbereich. Sensitivität 95,06%. Spezifität 99,62%."
M.A.X. Automation	Breite Str. 29-31	40213	Düsseldorf	Germany	+49 211 909910	www.maxautomation.de	info@maxautomation.com	Industrial and Services	Robots	"https://maxautomation.com
06.05.2021 · Eine Gruppe international agierender Anbieter von Hightech-Lösungen im Anlagen- und Maschinenbau. Vereint unter dem Dach der MAX Automation SE."
INNO-COMP Deutschland GmbH	Am Bülten 54	46342	Velen	Germany						NaN
Innolite GmbH	Campus-Boulevard 79	52074	Aachen	Germany	+49 241 4757080	www.innolite.de	info@innolite.de	Industrial and Services	Molds maker	NaN
MSK Packaging Systems GmbH	Benzstraße	47533	Kleve	Germany	+49 2821 5060	www.msk.de	info@msk.de	Industrial and Services	Packaging	NaN
innomatec Mess- und Schnellanschlusssysteme GmbH	Am Wörtzgarten 14	65510	Idstein	Germany	+49 6126 959866800	www.innomatec.de	info@innomatec.de	Industrial and Services	Special Machinery	"https://www.innomatec.de
35 Jahre innomatec - Weltweit. Als einziger Hersteller bieten wir Komplettlösungen für Prüfanlagen, Schnellanschluss-Systeme und Messgeräte mit allen Lecktestmethoden an. Durch speziell auf die Wünsche unserer Kunden zugeschnittene effiziente Lösungen und deren Akzeptanz entwickelte sich innomatec zu einem weltweit führenden Unternehmen ..."
Nüssle Hartschaumverpackungen GmbH	Bahnhofstraße 30	71139	Ehningen	Germany	+49 7034 63810	www.hartschaumverpackungen.de	info@hartschaumverpackungen.de	Industrial and Services	Packaging	"https://hartschaumverpackungen.de
Hartschaumverpackungen aus umweltverträglichem und recyclingfähigem EPS/Styropor/airpop haben hervorragende Verpackungs-Eigenschaften wie Flexibilität, Stabilität und Schlagfestigkeit bei minimalem Gewicht.. Unsere zwei Produktgruppen sind die EPS-Hartschaumformteile (für die Produktion muss ein Werkzeug hergestellt werden, komplexe Verpackungen sind möglich) und die eher einfachen EPS ..."
TZ Horb GmbH + Co. KG	Weberstraße 3	72160	Horb	Germany	+49 7451 623324	www.innonet-kunststoff.de	blochwitz@innonet-kunststoff.de	Industrial and Services	Machinery & Equipment	"https://www.innonet-kunststoff.de
INNONET Kunststoff TZ Horb GmbH & Co. KG Postfach 1249 Geschwister-Scholl-Str. 10 (Besucheradresse) 72160 Horb a. N. Telefon 07451 623324 Telefax 07451 623323
Geschätzte Lesezeit: 50 Sekunden"
Packwell GmbH & Co.KG	Industriestraße 12	1936	Schwepnitz	Germany	+49 35797 6620	www.packwell-schwepnitz.de	info@packwell-schwepnitz.de	Industrial and Services	Packaging	"https://www.packwell-schwepnitz.de
Packwell Schwepnitz ist Ihr regionaler Ansprechpartner innerhalb Palm Verpackung. Über uns erhalten Sie das komplette Leistungsspektrum der Gruppe. Zum Unternehmen. Standort Packwell Schwepnitz. Seyfert DE. Packwell GmbH. PilloPak. Standort Packwell Schwepnitz. Emil Stahl GmbH & Co. KG."
PRESSControl Elektrotechnik GmbH	Oststraße 16	77694	Kehl	Germany	+49 7851 485980	www.presscontrol.de	vertrieb@presscontrol.de	Industrial and Services	Electronics	"https://www.presscontrol.de
Schreiben sie uns. Ich stimme zu, dass meine Angaben aus dem Formular zur Beantwortung meiner Anfrage erhoben und verarbeitet werden. Die Daten werden nach abgeschlossener Bearbeitung Ihrer Anfrage gelöscht. Hinweis: Sie können Ihre Einwilligung jederzeit für die Zukunft per E-Mail an datenschutz@presscontrol.de widerrufen."
record door Automation GmbH	Otto-Wels-Straße 9	42111	Wuppertal	Germany	+49 202 609010	www.record.de	info@record.de	Industrial and Services	Machinery & Equipment	"https://www.record.de
Das record Programm bietet eine breite Palette an automatischen Türsystemen und Peripheriegeräten für jede erdenkliche Anwendung. Kernprodukte sind automatische Schiebetüren in linearer und radialer Ausfüh­rung, Drehflügel­türantriebe, Falttüren, Karusselltüren, einbruchhemmende Türen, Sicherheitstüren für den Einsatz in Flucht- und Rettungswegen sowie für Brandschutzabschlüsse."
ISK Kunststofftechnik GmbH	Plochinger Str. 37	73779	Deizisau	Germany	+49 7153 616280	www.isk-kunststoff.de	info@isk-kunststoff.de	Industrial and Services	Machinery & Equipment	NaN
ITW Morlock GmbH	Lise-Meitner-Straße 9	72280	Dornstetten	Germany	+49 7443 2850	www.morlock.de	info-morlock@itwids.com	Industrial and Services	Machinery & Equipment	"https://morlock.de
Die ITW MORLOCK GmbH in Dornstetten bietet vollwertige Betreuung und individuell abgestimmte Tampondrucksysteme auch für Ihren Anwendungsbereich.MORLOCK Tampondruckmaschinen eignen sich hervorragend für den Einsatz als Handarbeitsplatz und als Integration in vorhandene Automationen.. Als Systemlieferant für den Tampondruck produziert und liefert die ITW MORLOCK GmbH auch das …"
Rheinnadel Automation GmbH	Hammerkamp 91	58566	Kierspe	Germany	+49 2359 1461	www.rna.de	vertrieb@rna.de	Industrial and Services	Machinery & Equipment	"https://www.rna.de
06.03.2021 · Die Rhein-Nadel Automation GmbH ist ein traditionelles Familienunternehmen mit Hauptsitz in Aachen. Mit acht Produktionsstandorten und unserem internationalen Netzwerk von über 20 Kooperationspartnern sind wir weltweit für Sie da. Unser Name steht seit vielen Jahrzehnten für Spitzenleistungen mit Blick auf Technologie, Qualität und ..."
IWPM Internationales Werkzeug & ProjektManagement Ofr. GmbH & Co. KG	Industriestraße 18	96524	Neuhaus-Schierschnitz	Germany	+49 36764 80090	www.iwpm-gmbh.com	ts@iwpm-gmbh.com	Industrial and Services	Molds maker	"https://www.iwpm-gmbh.com
E-Mail: info@iwpm-gmbh.com. Telefon: +49 (0)36 764 8009-0. Techn. Projektmanagement, Konzeption, Beschaffung und Fertigstellung von Spritzgusswerkzeugen."
DS Smith Packaging Division Fulda	Bellingerstraße 7	36043	Fulda	Germany	+49 661 880	www.dssmith.com	contact.headoffice@sca.com	Industrial and Services	Packaging	"https://www.dssmith.com
DS Smith is an international packaging company, offering sustainable, plastic-free packaging, integrated recycling services, and sustainable paper products."
Jäger Gummi und Kunststoff GmbH	Bissendorfer Str. 6	30625	Hannover	Germany	+49 511 53580	www.jaeger-gk.de	info@jaeger-gk.de	Industrial and Services	Machinery & Equipment	NaN
Schmidt & Niedermeier GmbH & Co. KG	Dorfäckerstraße 35	90427	Nürnberg	Germany	+49 911 32050					NaN
Jauch Plastic GmbH & Co. KG	Philipp-Lösch-Weg 10	78052	Villingen-Schwenningen	Germany	+49 7721 886990	www.jauch-plastic.de	info@jauch-plastic.de	Industrial and Services	Molds maker	"https://jauch-plastic.de
Komplexität in Kunststoff ist unsere Spezialität. Wir sind seit 1964 Spezialisten für anspruchsvolle Kunststoffteile: und das besonders flexibel und präzise. Dank eigenem Werkzeugbau und vielseitiger Erfahrung mit unterschiedlichsten Kunststoffen aus dem Bereich der Thermoplaste und Duroplaste sind wir gefragte Partner, wenn es komplex wird."
Seidel GmbH & Co. KG	Industriestraße 55	31275	Lehrte	Germany	+49 5132 857729	www.seidel.de	info@seidel.de	Industrial and Services	Engineering & Product Design	"https://www.seidel.de
So sind wir in der fast 190-jährigen Geschichte der Firma Seidel zum Weltmarktführer für Aluminiumdesignprodukte geworden. Seidel steht auf zwei Säulen: Agilität und Nachhaltigkeit. Dass wir unserer CSR-Verantwortung nachkommen zeigt die Auszeichnung in Platin durch das branchenunabhängige Portal EcoVadis. Was auch immer Sie zu uns führt ..."
Solid Automation GmbH	Keltenstraße 25	72766	Reutlingen	Germany	+49 7127 957900	www.solidautomation.de	info@solidautomation.de	Industrial and Services	Machinery & Equipment	"https://solidautomation.com
Solid Automation is a contract Process Controls / Controls Engineering / Software development company. We work in conjunction with various New England controls firms to fulfill your complete controls and automation needs. We can highly recommend the services and products offered by the following companies: Custom Systems And Controls"
Sperrer Industrieverpackungen GmbH	Klebinger Str. 5	83395	Freilassing	Germany	+49 8654 7709770	www.sperrer-gmbh.de	office@sperrer-gmbh.de	Industrial and Services	Packaging	"https://www.sperrer-gmbh.de
Deutsch | English Wenn schon Maske, dann die Richtige! Sperrer face back | Mund-Nasen-Bedeckung > Idee & Vorteile > Technische Daten zum face back webshop Aufgrund der inzwischen in mehreren europäischen Ländern verschärfteren Anforderungen für Mund-Nasen-Bedeckungen haben wir"
JENOPTIK Automatisierungstechnik GmbH	Konrad-Zuse-Straße 6	7745	Jena	Germany	+49 3641 652526	www.jenoptik.com	pr@jenoptik.com	Industrial and Services	Special Machinery	"www.jenoptik.com
About Jenoptik. We are a globally operating technology group, optical technologies are the very basis of our business with the majority of our products and services being provided to the photonics market."
Stambera Verpackungsmaschinen GmbH	Erich-Herion-Straße 25	70736	Fellbach	Germany	+49 711 586791	www.stambera.de	info@stambera.de	Industrial and Services	Packaging	"https://stambera.de
VERPACKUNGSMASCHINEN GMBH. Wir sagen AUF WIEDERSEHEN. Leider müssen wir unseren Betrieb zum 30.03.2020 nach 46 Jahren endgültig schließen Bei unseren Kunden und Lieferanten möchten wir uns für"
Technotron GmbH	Werner-von-Siemens-Straße 62	92224	Amberg	Germany	+49 9621 81067	www.technotron-gmbh.de	info@Technotron-GmbH.de	Industrial and Services	Electrical	"https://www.technotron-gmbh.de
Hybridgehäuse und Präzisionsgehäuse für die Automotiv-, Medizin-, Laser-, Opto-, Telekommunikationsindustrie sowie Raumfahrttechnik und Sensorik"
TECHTORY Automation GmbH	Ludwig-Winter-Straße 5	77767	Appenweier	Germany	+49 7805 95890	www.techtory.de	info@techtory.de	Industrial and Services	CNC Machining	"https://www.techtory.de
TECHTORY. Unter Einsatz von wegweisenden Technologien gehören wir seit 30 Jahren zu den führenden und innovativen Anbietern von standardisierten Systemlösungen in der Automation. Im Bereich Zerspanungstechnik liefern wir hochwertige Dreh-, Fräs- und Drahterodierteile als …"
joke Technology GmbH	Asselborner Weg 1416	51429	Bergisch	Germany	+49 2204 8390	www.joke-technology.de	info@joke.de	Industrial and Services	Machinery & Equipment	"https://www.joke-technology.com
joke Technology GmbH • Asselborner Weg 14 - 16 • D-51429 Bergisch Gladbach Tel. +49 (0) 22 04 / 8 39-0 • Fax +49 (0) 22 04 / 8 39-60 • Mail info(at)joke.de * …"
Tubex Wasungen GmbH Tuben und Metallwaren	Aluminiumstraße	98634	Wasungen	Germany	+49 36941 750					NaN
VF Verpackungen GmbH	Gewerbepark 9	87477	Sulzberg	Germany	+49 8376 92950	www.vf-verpackungen.de	info@vf-verpackungen.de	Industrial and Services	Packaging	"https://www.vf-verpackungen.de
VF Verpackungen GmbH produziert hochwertige, flexible Mehrschicht-, Barriere- (EVOH) und Verbundfolien aus PA/PE unter dem Markennamen AMILENFILMS"
Mawick Kunststoff-Spritzgußwerk GmbH & Co KG, Josef	Pröbstinger Weg 3	59457	Werl	Germany	+49 2922 8850	www.mawick.eu	info@mawick.eu	Industrial and Services	IM	"https://www.mawick.eu
Mawick ist Ihr professioneller Partner im Bereich Spritzgusstechnik. Im Jahr werden über 6000 to. Kunststoff verarbeitet. 45 moderne und hochwertige Spritzguss-Maschinen im Bereich von 50 bis 1500 to. Schließkraft, sowie ein umfangreiches Qualitätsmanagement sorgen für eine prozesssichere Kunststoff-Spritzgusstechnik."
VisiCon Automatisierungstechnik GmbH	Gartestraße 2B	37130	Gleichen	Germany	+49 5508 98620	www.visicon.eu	info@visicon.eu	Industrial and Services	Electronics	"https://www.visicon.eu
VisiCon zählt zu den Welt­markt­führern bei der auto­matischen Einstellung von Schein­werfern, Fahr­werken und Fahrer­assistenz­systemen. Bei uns bekommen Sie alles aus einer Hand: Wir bieten indi­vidu­elle Lösungen für Mess- und Prüf­aufgaben inklusive unserer bewähr­ten Mess­technik und Rundum-Service an — sowohl für Auto ..."
VPT Verpackungstechnik GmbH	Hauffstraße 28	73614	Schorndorf	Germany	+49 7181 61929	www.vpt-maier.de	info@vpt-maier.de	Industrial and Services	Packaging	"www.vpt-maier.de
Wir über uns. Seit 1982 sind wir Partner vieler Pharmafirmen in Europa. Wir stellen im Bereich Formatsätze für Tiefziehmaschinen eine interessante Alternative zu den Originalherstellern mit einem hervorragendem Preis-Leistungs-Verhältnis dar. Dabei sind wir in der Lage Formatteile für fast alle gängigen Verpackungsmaschinen im ..."
JUHA Kunststoffverarbeitung GmbH & Co. KG	Auf dem Schüffel 2	58513	Lüdenscheid	Germany	+49 2351 950850	www.juha.de	info@juha.de	Industrial and Services	Machinery & Equipment	"www.juha.de
Sie profitieren bei der Firmengruppe Junker & Halverscheid von Know-how und allen technischen Voraussetzungen für präzise Produkte. Wir fertigen Ihre Werkzeuge und Formen, sowie Ihre technisch hochwertigen Kunststoffartikel aus Thermoplasten und Elastomeren als zertifizierter Systemanbieter nach den aktuellen Standards und Ihren Anforderungen."
Wachendorff Automation GmbH & Co. KG	Industriestraße 7	65366	Geisenheim	Germany	+49 6722 996525	www.wachendorff-automation.de	wdg@wachendorff.de	Industrial and Services	Machinery & Equipment	"https://www.wachendorff-automation.de
Umstieg leicht gemacht Change = Chance. Sie sind nur wenige Klicks (Konfigurator) oder einen Anruf davon entfernt, einen abgekündigten, schwer zu findenden Drehgeber oder unzuverlässigen Drehgeber eines Marktbegleiters durch ein vergleichbares Modell aus der Wachendorff-Linie zu ersetzen.Unsere technischen Experten helfen Ihnen dabei kompetent und sachdienlich."
Junker & Halverscheid Formenbau GmbH	Auf dem Schüffel 2	58513	Lüdenscheid	Germany	+49 2351 950750	www.juha.de	info@juha.de	Industrial and Services	Machinery & Equipment	"www.juha.de
Sie profitieren bei der Firmengruppe Junker & Halverscheid von Know-how und allen technischen Voraussetzungen für präzise Produkte. Wir fertigen Ihre Werkzeuge und Formen, sowie Ihre technisch hochwertigen Kunststoffartikel aus Thermoplasten und Elastomeren als zertifizierter Systemanbieter nach den aktuellen Standards und Ihren Anforderungen."
Jurke Engineering GmbH	Dorfstraße 13	1471	Radeburg	Germany	+49 35208 397520	www.jurke-engineering.de	info@jurke-engineering.de	Industrial and Services	Electrical	"https://jurke-engineering.de
Willkommen bei Jurke Engineering, Ihrem Technologie- und Optimierungspartner in der Kunststofftechnik."
